Timestamp,Close,EMAV5,Vol,RSI14,MACD13,EMAVVol5,EMAVMACD5
30/8/2019 11:02,1092.68,1092.2809,1676,58.4077,0.2788,2296.1842,0.251
30/8/2019 11:03,1093.18,1092.5806,1827,60.8895,0.4102,2139.9438,0.304
30/8/2019 11:04,1092.44,1092.5337,3228,55.6015,0.3248,2502.6652,0.311
30/8/2019 11:05,1093.11,1092.7258,1507,59.0676,0.3882,2170.8878,0.337
30/8/2019 11:06,1093.18,1092.8772,1402,59.424,0.4193,1914.6289,0.364
30/8/2019 11:07,1093.07,1092.9415,2896,58.5611,0.3961,2241.8579,0.375
30/8/2019 11:08,1094.33,1093.4043,3765,64.8564,0.604,2749.6909,0.451
30/8/2019 11:09,1093.27,1093.3595,3563,57.0099,0.4921,3020.7706,0.465
30/8/2019 11:10,1093.91,1093.543,797,60.1451,0.5267,2279.4534,0.485
30/8/2019 11:11,1093.56,1093.5487,2362,57.6682,0.4547,2306.9856,0.475
30/8/2019 11:12,1093.61,1093.5691,675,57.9347,0.4014,1763.0501,0.451
30/8/2019 11:13,1092.71,1093.2827,5269,51.6333,0.1804,2931.7637,0.361
30/8/2019 11:14,1092.63,1093.0652,1849,51.1012,0.0303,2570.7438,0.25
30/8/2019 11:15,1092.58,1092.9034,1192,50.7492,-0.0664,2111.0152,0.145
30/8/2019 11:16,1092.71,1092.839,1510,51.6811,-0.0938,1910.6431,0.065
30/8/2019 11:17,1092.21,1092.6293,1766,47.9251,-0.2002,1862.4338,-0.023
30/8/2019 11:18,1092.63,1092.6295,3782,51.1375,-0.1715,2502.3248,-0.073
30/8/2019 11:19,1092.36,1092.5397,1313,49.043,-0.1983,2105.7692,-0.115
30/8/2019 11:20,1092.32,1092.4665,1165,48.7246,-0.2118,1792.0165,-0.147
30/8/2019 11:21,1092.58,1092.5043,1574,50.9536,-0.1599,1719.2253,-0.151
30/8/2019 11:22,1092.56,1092.5229,955,50.7708,-0.1265,1464.4902,-0.143
30/8/2019 11:23,1092.2,1092.4152,3082,47.469,-0.1699,2003.5545,-0.152
30/8/2019 11:24,1091.73,1092.1868,5444,43.4923,-0.2762,3150.4287,-0.193
30/8/2019 11:25,1092.69,1092.3546,2723,52.2851,-0.1409,3007.9578,-0.176
30/8/2019 11:26,1092.08,1092.263,3673,47.2536,-0.173,3229.5732,-0.175
30/8/2019 11:27,1092.17,1092.232,2255,48.048,-0.166,2904.5598,-0.172
30/8/2019 11:28,1093.01,1092.4913,1532,54.8782,0.0059,2447.1579,-0.113
30/8/2019 11:29,1091.88,1092.2876,1179,46.0981,-0.1114,2024.5942,-0.112
30/8/2019 11:30,1092.16,1092.245,1423,48.3051,-0.1198,1823.9485,-0.115
30/8/2019 11:31,1092.39,1092.2934,479,50.1121,-0.0751,1375.5587,-0.102
30/8/2019 11:32,1092.44,1092.3422,6202,50.5171,-0.0364,2984.2898,-0.08
30/8/2019 11:33,1092.54,1092.4082,951,51.3673,0.0064,2306.3732,-0.051
30/8/2019 11:34,1092.37,1092.3954,558,49.8007,-0.0017,1723.5745,-0.035
30/8/2019 11:35,1091.87,1092.2203,993,45.4138,-0.1016,1480.1626,-0.057
30/8/2019 11:36,1092.15,1092.1969,1269,48.1674,-0.1005,1409.9054,-0.071
30/8/2019 11:37,1091.03,1091.8079,914,39.569,-0.3084,1244.4953,-0.15
30/8/2019 11:38,1092.07,1091.8953,690,48.7226,-0.2144,1059.6345,-0.172
30/8/2019 11:39,1091.9,1091.8968,839,47.4572,-0.1829,986.188,-0.175
30/8/2019 11:40,1092.02,1091.9379,1513,48.4744,-0.1333,1161.6617,-0.161
30/8/2019 11:41,1092.43,1092.1019,574,51.9009,-0.0205,965.7595,-0.114
30/8/2019 11:42,1092.52,1092.2413,1628,52.6454,0.0621,1186.467,-0.056
30/8/2019 11:43,1092.51,1092.3309,321,52.5481,0.1044,898.0546,-0.002
30/8/2019 11:44,1092.22,1092.2939,2092,49.6799,0.0683,1295.8738,0.021
30/8/2019 11:45,1092.51,1092.3659,12058,52.4735,0.0997,4883.2238,0.047
30/8/2019 11:46,1092.77,1092.5006,2418,54.8915,0.1625,4061.4769,0.086
30/8/2019 11:47,1092.93,1092.6437,585,56.3627,0.221,2902.5253,0.131
30/8/2019 11:48,1092.8,1092.6958,1765,54.7988,0.2192,2523.2788,0.16
30/8/2019 11:49,1092.64,1092.6772,1472,52.8549,0.1773,2172.9052,0.166
30/8/2019 11:50,1092.23,1092.5281,4242,48.1422,0.0668,2862.5888,0.133
30/8/2019 11:51,1093.37,1092.8088,3865,59.0701,0.2176,3196.5605,0.161
30/8/2019 11:52,1093.17,1092.9292,5980,56.8083,0.2553,4124.486,0.193
30/8/2019 11:53,1093.38,1093.0795,1177,58.6007,0.3047,3142.0657,0.23
30/8/2019 11:54,1092.61,1092.923,2000,50.3499,0.1718,2761.3848,0.211
30/8/2019 11:55,1093.06,1092.9686,4733,54.3915,0.1733,3418.6599,0.198
30/8/2019 11:56,1092.81,1092.9158,760,51.8656,0.1183,2532.3836,0.172
30/8/2019 11:57,1092.45,1092.7605,1459,48.3813,0.0127,2174.4947,0.119
30/8/2019 11:58,1093.47,1092.997,5222,57.1622,0.146,3190.3528,0.128
30/8/2019 11:59,1093.01,1093.0013,1721,52.8,0.1277,2700.5252,0.128
30/8/2019 12:00,1093.71,1093.2376,7037,58.0467,0.2444,4146.0671,0.167
30/8/2019 12:01,1093.13,1093.2017,7376,52.8087,0.189,5222.8121,0.174
30/8/2019 12:02,1093.42,1093.2745,9077,54.9955,0.2036,6507.5817,0.184
30/8/2019 12:03,1092.9,1093.1496,3504,50.4786,0.1032,5506.2548,0.157
30/8/2019 12:04,1092.78,1093.0264,1943,49.4689,0.018,4318.4985,0.111
30/8/2019 12:05,1091.96,1092.671,12934,43.1213,-0.1877,7190.4427,0.011
30/8/2019 12:06,1091.78,1092.374,1116,41.8518,-0.3306,5165.6151,-0.103
30/8/2019 12:07,1090.64,1091.796,764,34.8533,-0.6136,3698.4328,-0.273
30/8/2019 12:08,1090.81,1091.4673,3728,36.5571,-0.7138,3708.1582,-0.42
30/8/2019 12:09,1091.39,1091.4415,672,42.1188,-0.6265,2695.9484,-0.489
30/8/2019 12:10,1091.31,1091.3977,468,41.5774,-0.5621,1953.2023,-0.513
30/8/2019 12:11,1090.26,1091.0185,486,35.1846,-0.6985,1464.1402,-0.575
30/8/2019 12:12,1089.69,1090.5756,445,32.2828,-0.8517,1124.5861,-0.667
30/8/2019 12:13,1091.21,1090.7871,2845,45.2503,-0.6092,1698.1661,-0.648
30/8/2019 12:14,1090.69,1090.7547,1687,42.2682,-0.5407,1694.4947,-0.612
30/8/2019 12:15,1091.38,1090.9632,408,47.2371,-0.3444,1265.6578,-0.523
30/8/2019 12:16,1091.16,1091.0288,456,45.8811,-0.2577,995.7275,-0.434
30/8/2019 12:17,1090.46,1090.8392,1985,41.7725,-0.3292,1325.353,-0.399
30/8/2019 12:18,1089.74,1090.4728,481,38.0028,-0.4915,1043.8397,-0.43
30/8/2019 12:19,1091.33,1090.7585,1758,48.9573,-0.258,1281.8038,-0.373
30/8/2019 12:20,1090.81,1090.7757,1374,46.0891,-0.2114,1312.3989,-0.319
30/8/2019 12:21,1090.94,1090.8305,187,46.9263,-0.1499,937.3922,-0.263
30/8/2019 12:22,1091.74,1091.1336,3601,51.8784,0.0448,1825.2848,-0.16
30/8/2019 12:23,1091.42,1091.2291,1525,49.8738,0.0929,1725.1089,-0.076
30/8/2019 12:24,1091.88,1091.4461,951,52.703,0.2036,1467.1639,0.017
30/8/2019 12:25,1091.99,1091.6274,2487,53.3807,0.2782,1807.2086,0.104
30/8/2019 12:26,1092.18,1091.8116,585,54.5908,0.3437,1399.7827,0.184
30/8/2019 12:27,1091.77,1091.7977,2508,51.485,0.2867,1769.0785,0.218
30/8/2019 12:28,1091.54,1091.7118,1489,49.7742,0.1966,1675.5983,0.211
30/8/2019 12:29,1092.4,1091.9412,3754,55.7015,0.2996,2368.3016,0.241
30/8/2019 14:29,1091.7,1091.8608,16187,50.4796,0.2109,6974.4994,0.231
30/8/2019 14:30,1091.28,1091.6672,5619,47.5964,0.0701,6522.7349,0.177
30/8/2019 14:31,1090.08,1091.1381,1304,40.4821,-0.2422,4783.2969,0.037
30/8/2019 14:32,1090.26,1090.8454,6191,41.8853,-0.3749,5252.4636,-0.1
30/8/2019 14:33,1089.57,1090.4203,14337,38.1703,-0.5643,8280.6611,-0.255
30/8/2019 14:34,1089.58,1090.1402,2109,38.2558,-0.6437,6223.4714,-0.384
30/8/2019 14:35,1089.89,1090.0568,4992,40.9796,-0.5994,5813.0923,-0.456
30/8/2019 14:36,1089.61,1089.9079,1081,39.2935,-0.5989,4235.5935,-0.504
30/8/2019 14:37,1088.91,1089.5752,3490,35.3748,-0.7034,3987.061,-0.57
30/8/2019 14:38,1088.41,1089.1868,1046,32.8544,-0.8249,3006.691,-0.655
30/8/2019 14:39,1089.45,1089.2746,592,42.0957,-0.6569,2201.736,-0.656
30/8/2019 14:40,1089.87,1089.473,1154,45.366,-0.4496,1852.618,-0.587
30/8/2019 14:41,1089.91,1089.6187,2339,45.6806,-0.3022,2014.716,-0.492
30/8/2019 14:42,1088.9,1089.3791,1579,39.4955,-0.3959,1869.4947,-0.46
30/8/2019 14:43,1090.01,1089.5894,3884,47.8523,-0.2192,2541.0381,-0.38
30/8/2019 14:44,1090.6,1089.9263,6365,51.6731,0.0046,3815.7931,-0.252
30/8/2019 14:45,1091.14,1090.3309,10849,54.9281,0.2352,6160.17,-0.089
30/8/2019 14:46,1090.53,1090.3972,4040,50.7682,0.2395,5453.4734,0.02
30/8/2019 14:47,1091.79,1090.8615,3780,57.8662,0.4706,4895.7982,0.17
30/8/2019 14:48,1092.46,1091.3943,1899,61.0796,0.7078,3896.8622,0.35
30/8/2019 14:49,1091.59,1091.4596,2964,55.1933,0.644,3586.0248,0.448
30/8/2019 14:50,1091.34,1091.4197,2291,53.5949,0.5292,3154.2879,0.475
30/8/2019 14:51,1091.27,1091.3698,1432,53.131,0.4251,2580.1756,0.458
30/8/2019 14:52,1092.2,1091.6465,1143,58.2963,0.5225,2101.008,0.48
30/8/2019 14:53,1091.16,1091.4844,707,51.4656,0.3552,1636.4807,0.438
30/8/2019 14:54,1091.94,1091.6362,5213,55.6617,0.3912,2828.6668,0.423
30/8/2019 14:55,1091.66,1091.6442,1957,53.8615,0.3399,2538.0029,0.395
30/8/2019 14:56,1091.88,1091.7228,877,55.0905,0.3362,1984.4692,0.375
30/8/2019 14:57,1092.47,1091.9718,1392,58.2987,0.4305,1786.8858,0.394
30/8/2019 14:58,1093.47,1092.4712,1599,63.109,0.6544,1724.0946,0.481
30/8/2019 14:59,1092.93,1092.6242,586,59.1417,0.6483,1344.883,0.537
30/8/2019 15:00,1093.49,1092.9128,3193,61.8221,0.7206,1960.774,0.598
30/8/2019 15:01,1092.88,1092.9018,1977,57.4045,0.6114,1966.2373,0.602
30/8/2019 15:02,1093.38,1093.0612,7476,59.9318,0.6151,3802.6582,0.607
30/8/2019 15:03,1092.45,1092.8575,3082,53.5655,0.4108,3562.5728,0.541
30/8/2019 15:04,1093.42,1093.045,2284,58.5154,0.4593,3136.2772,0.514
30/8/2019 15:05,1093.23,1093.1067,3128,57.2285,0.4289,3133.6291,0.486
30/8/2019 15:06,1092.68,1092.9644,1595,53.5568,0.2864,2620.8721,0.419
30/8/2019 15:07,1092.28,1092.7363,3277,50.9943,0.1151,2839.5091,0.318
30/8/2019 15:08,1093.34,1092.9375,2420,56.8819,0.2136,2699.572,0.283
30/8/2019 15:09,1092.15,1092.675,1674,49.6677,0.0331,2357.5904,0.2
30/8/2019 15:10,1092.8,1092.7167,4072,53.162,0.0522,2929.0842,0.151
30/8/2019 15:11,1093.3,1092.9111,5815,55.7092,0.1558,3891.0772,0.152
30/8/2019 15:12,1093.72,1093.1807,2587,57.786,0.2877,3456.5048,0.197
30/8/2019 15:13,1093.76,1093.3738,1161,57.9881,0.3569,2691.3745,0.251
30/8/2019 15:14,1094.65,1093.7992,16208,62.3105,0.549,7196.943,0.35
30/8/2019 15:15,1094.58,1094.0595,3761,61.7722,0.6193,6051.5127,0.44
30/8/2019 15:16,1093.97,1094.0297,15576,57.1395,0.5138,9226.2434,0.464
30/8/2019 15:17,1094.68,1094.2464,4107,60.8224,0.5643,7519.981,0.498
30/8/2019 15:18,1095.16,1094.551,6157,63.1291,0.6577,7065.756,0.551
30/8/2019 15:19,1095.02,1094.7073,1861,61.9828,0.653,5330.8937,0.585
30/8/2019 15:20,1094.45,1094.6215,3799,57.412,0.5107,4820.1441,0.56
30/8/2019 15:21,1094.77,1094.671,1372,59.2297,0.4661,3670.8077,0.529
30/8/2019 15:22,1094.55,1094.6307,8770,57.4153,0.3764,5370.4128,0.478
30/8/2019 15:23,1094.8,1094.6871,1701,58.9541,0.3549,4147.2739,0.437
30/8/2019 15:24,1094.74,1094.7047,9577,58.4086,0.3143,5957.1253,0.396
30/8/2019 15:25,1095.09,1094.8332,1761,60.6933,0.3428,4558.4538,0.378
30/8/2019 15:26,1094.43,1094.6988,2019,54.6022,0.217,3712.0972,0.325
30/8/2019 15:27,1094.79,1094.7292,576,57.1295,0.2034,2666.6348,0.284
30/8/2019 15:28,1093.9,1094.4528,9777,49.755,0.0164,5036.7545,0.195
30/8/2019 15:29,1093.92,1094.2752,1091,49.9114,-0.0874,3721.579,0.101
30/8/2019 15:30,1094.38,1094.3101,2070,53.4984,-0.055,3171.189,0.049
30/8/2019 15:31,1093.3,1093.9734,1660,45.2967,-0.2395,2667.4677,-0.047
30/8/2019 15:32,1094.35,1094.0989,903,52.8629,-0.1336,2079.2685,-0.076
30/8/2019 15:33,1094.01,1094.0693,909,50.4305,-0.1314,1689.181,-0.095
30/8/2019 15:34,1094.4,1094.1795,2018,53.0965,-0.0497,1798.944,-0.08
30/8/2019 15:35,1093.83,1094.063,1128,48.9526,-0.1092,1575.4083,-0.089
30/8/2019 15:36,1094.13,1094.0853,2040,51.115,-0.0808,1730.4125,-0.087
30/8/2019 15:37,1094.11,1094.0936,1503,50.96,-0.0646,1654.623,-0.079
30/8/2019 15:38,1093.4,1093.8624,733,45.6663,-0.1875,1347.5447,-0.115
30/8/2019 15:39,1093.73,1093.8183,857,48.3518,-0.1859,1183.8891,-0.139
30/8/2019 15:40,1093.58,1093.7388,3695,47.2096,-0.2047,2020.8564,-0.161
30/8/2019 15:41,1093.3,1093.5926,2037,45.0693,-0.2591,2026.1179,-0.194
30/8/2019 15:42,1092.28,1093.155,1255,38.2639,-0.4721,1769.123,-0.286
30/8/2019 15:43,1092.83,1093.0467,2176,43.2408,-0.4665,1904.6113,-0.346
30/8/2019 15:44,1093.03,1093.0411,1851,44.9778,-0.4031,1886.6692,-0.365
30/8/2019 15:45,1093.71,1093.2641,3299,50.5221,-0.2181,2357.2951,-0.316
30/8/2019 15:46,1092.91,1093.1461,2499,44.8024,-0.2544,2404.4994,-0.296
30/8/2019 15:47,1093.31,1093.2007,10708,47.9739,-0.1868,5172.2926,-0.259
30/8/2019 15:48,1092.87,1093.0905,4864,44.9167,-0.2231,5069.6511,-0.247
30/8/2019 15:49,1093.84,1093.3403,957,52.1554,-0.0485,3698.7301,-0.181
30/8/2019 15:50,1093.76,1093.4802,2364,51.5537,0.0384,3253.8204,-0.108
30/8/2019 15:51,1093.57,1093.5101,5605,50.076,0.05,4037.4376,-0.055
30/8/2019 15:52,1093.59,1093.5368,4293,50.2377,0.0581,4122.7711,-0.017
30/8/2019 15:53,1094.23,1093.7678,5662,55.2341,0.1818,4635.9337,0.049
30/8/2019 15:54,1094.3,1093.9452,1257,55.7574,0.2572,3509.5251,0.118
30/8/2019 15:55,1093.67,1093.8535,1951,50.0835,0.168,2989.8728,0.135
30/8/2019 15:56,1094.17,1093.959,2261,54.0776,0.2043,2746.7855,0.158
30/8/2019 15:57,1094.73,1094.216,1441,58.1195,0.322,2311.5883,0.213
30/8/2019 15:58,1094.51,1094.314,1583,56.0329,0.332,2068.5859,0.252
30/8/2019 15:59,1094.79,1094.4727,2535,58.0949,0.3752,2224.1733,0.293
30/8/2019 16:00,1094.44,1094.4618,2821,54.645,0.3154,2423.1438,0.301
30/8/2019 16:01,1094.16,1094.3612,2787,51.9854,0.2129,2544.4466,0.271
30/8/2019 16:02,1094.72,1094.4808,4128,56.5412,0.2508,3072.3127,0.265
30/8/2019 16:03,1094.16,1094.3739,2030,51.2993,0.1539,2724.8698,0.228
30/8/2019 16:04,1094.54,1094.4292,1953,54.3894,0.1635,2467.7402,0.206
30/8/2019 16:05,1095.21,1094.6895,1798,59.2936,0.2889,2244.4891,0.234
30/8/2019 16:06,1094.57,1094.6497,1446,53.3883,0.2249,1978.2301,0.231
30/8/2019 16:07,1095.01,1094.7698,1915,56.5893,0.2614,1957.0694,0.241
30/8/2019 16:08,1095.36,1094.9665,1649,59.0013,0.3365,1854.2366,0.273
30/8/2019 16:09,1094.96,1094.9643,28428,55.2249,0.2872,10712.0497,0.278
30/8/2019 16:10,1095.54,1095.1562,6219,59.2934,0.3558,9214.3868,0.304
30/8/2019 16:11,1095.5,1095.2708,3694,58.8959,0.3704,7374.1842,0.326
30/8/2019 16:12,1095.61,1095.3839,3224,59.696,0.3821,5990.7908,0.345
30/8/2019 16:13,1095.56,1095.4426,4063,59.1326,0.3611,5348.3035,0.35
30/8/2019 16:14,1094.38,1095.0884,4197,47.6917,0.1071,4964.3727,0.269
30/8/2019 16:15,1094.4,1094.8589,6619,47.8758,-0.0393,5515.7618,0.166
30/8/2019 16:16,1093.8,1094.506,25918,42.9883,-0.2354,12316.5835,0.032
30/8/2019 16:17,1094.4,1094.4706,6263,48.6354,-0.222,10298.715,-0.052
30/8/2019 16:18,1093.86,1094.2671,4570,44.3752,-0.3066,8389.0623,-0.137
30/8/2019 16:19,1093.88,1094.1381,10086,44.5689,-0.3365,8954.7329,-0.204
30/8/2019 16:20,1093.94,1094.072,5713,45.1854,-0.3262,7874.1339,-0.244
30/8/2019 16:21,1093.85,1093.998,3612,44.3879,-0.3219,6453.325,-0.27
30/8/2019 16:22,1094.37,1094.122,3771,49.8912,-0.205,5559.0813,-0.249
30/8/2019 16:23,1094.08,1094.108,4697,47.0923,-0.1837,5271.5629,-0.227
30/8/2019 16:24,1094.35,1094.1887,3780,49.9098,-0.1114,4774.2989,-0.188
30/8/2019 16:25,1095.59,1094.6558,8739,60.3524,0.1714,6095.9886,-0.068
30/8/2019 16:26,1095.06,1094.7905,5985,55.0681,0.2239,6058.8977,0.029
30/8/2019 16:27,1095.32,1094.967,8146,57.0546,0.2928,6754.4605,0.117
30/8/2019 16:28,1095.38,1095.1047,9630,57.5213,0.3296,7712.8923,0.188
30/8/2019 16:29,1094.72,1094.9765,8894,50.9603,0.2093,8106.5739,0.195
30/8/2019 16:30,1094.26,1094.7376,3824,46.9415,0.0429,6679.0829,0.144
30/8/2019 16:37,1096.47,1095.3151,160234,62.317,0.3668,57864.1553,0.218
30/8/2019 16:38,1096.47,1095.7001,752,62.317,0.5343,38826.6035,0.324
30/8/2019 16:39,1096.47,1095.9567,24,62.317,0.6047,25892.3357,0.417
30/8/2019 16:40,1096.47,1096.1278,1057,62.317,0.6161,17613.8905,0.484
30/8/2019 16:59,1096.47,1096.2419,80,62.317,0.5932,11769.2603,0.52
2/9/2019 9:58,1093.16,1095.2146,31465,38.2622,-0.0785,18334.4089,0.321
2/9/2019 9:59,1093.32,1094.5831,7908,39.4783,-0.4282,14858.8832,0.071
2/9/2019 10:00,1092.97,1094.0454,7858,37.7276,-0.6743,12525.3945,-0.177
2/9/2019 10:01,1092.22,1093.4369,9110,34.225,-0.9256,11386.876,-0.427
2/9/2019 10:02,1091.44,1092.7713,4494,31.0015,-1.1738,9089.282,-0.676
2/9/2019 10:03,1091.22,1092.2542,2797,30.1393,-1.3016,6991.903,-0.884
2/9/2019 10:04,1091.44,1091.9828,22803,32.1709,-1.2707,12262.3303,-1.013
2/9/2019 10:05,1089.02,1090.9952,8649,23.9277,-1.6535,11057.7762,-1.227
2/9/2019 10:06,1089.24,1090.4101,12382,25.7894,-1.7516,11499.2098,-1.402
2/9/2019 10:07,1089.48,1090.1001,8238,27.8633,-1.6786,10412.2895,-1.494
2/9/2019 10:08,1089.81,1090.0034,4735,30.7298,-1.494,8519.8594,-1.494
2/9/2019 10:09,1089.6,1089.8689,17065,29.9152,-1.3574,11368.1609,-1.448
2/9/2019 10:10,1090.22,1089.986,3754,35.3634,-1.0966,8830.0509,-1.331
2/9/2019 10:11,1091.04,1090.3373,7327,41.8068,-0.7392,8328.885,-1.134
2/9/2019 10:12,1091.65,1090.7749,10823,46.1105,-0.3836,9160.1506,-0.884
2/9/2019 10:13,1092.4,1091.3166,4583,50.9169,-0.0192,7634.5241,-0.596
2/9/2019 10:14,1093.49,1092.0411,6963,56.9293,0.3975,7410.6051,-0.265
2/9/2019 10:15,1092.94,1092.3407,4292,53.3764,0.512,6370.9724,-0.006
2/9/2019 10:16,1092.73,1092.4705,6872,52.0409,0.513,6537.9159,0.167
2/9/2019 10:17,1093.75,1092.897,1764,57.5911,0.6834,4946.7556,0.339
2/9/2019 10:18,1094.12,1093.3047,3170,59.4254,0.8187,4354.5817,0.499
2/9/2019 10:19,1094.45,1093.6864,4959,61.0438,0.9199,4555.9995,0.639
2/9/2019 10:20,1094.26,1093.8776,2580,59.5705,0.8978,3897.1943,0.725
2/9/2019 10:21,1094.22,1093.9917,2157,59.2463,0.8347,3316.9832,0.762
2/9/2019 10:22,1092.81,1093.5978,2568,49.1021,0.4904,3067.1901,0.671
2/9/2019 10:23,1092.94,1093.3786,5219,49.953,0.295,3784.5084,0.546
2/9/2019 10:24,1092.6,1093.119,1082,47.7068,0.1046,2883.7923,0.399
2/9/2019 10:25,1092.81,1093.016,672,49.2254,0.0308,2146.4725,0.276
2/9/2019 10:26,1092.2,1092.744,924,45.1259,-0.129,1739.0237,0.141
2/9/2019 10:27,1093.14,1092.876,887,51.7889,-0.0352,1454.9428,0.082
2/9/2019 10:28,1093.42,1093.0573,533,53.5964,0.0735,1147.6472,0.079
2/9/2019 10:29,1092.42,1092.8449,489,46.842,-0.0584,928.0211,0.033
2/9/2019 10:30,1092.91,1092.8666,802,50.1567,-0.0377,885.9761,0.01
2/9/2019 10:31,1092.48,1092.7377,6168,47.3655,-0.1059,2646.5994,-0.029
2/9/2019 10:32,1092.19,1092.5552,1202,45.5255,-0.1951,2165.1386,-0.084
2/9/2019 10:33,1092.12,1092.4101,911,45.0703,-0.2501,1747.0437,-0.14
2/9/2019 10:34,1092.48,1092.4334,2017,47.9522,-0.2011,1837.0865,-0.16
2/9/2019 10:35,1093.3,1092.7223,3806,53.8868,-0.0073,2493.3353,-0.109
2/9/2019 10:36,1093.23,1092.8915,890,53.3278,0.0905,1958.8935,-0.043
2/9/2019 10:37,1092.47,1092.751,674,47.5593,-0.0028,1530.6237,-0.029
2/9/2019 10:38,1093.01,1092.8373,1307,51.568,0.047,1455.9168,-0.004
2/9/2019 10:39,1092.3,1092.6582,531,46.5315,-0.0621,1147.5582,-0.023
2/9/2019 10:40,1091.34,1092.2188,766,40.7378,-0.3043,1020.2901,-0.117
2/9/2019 10:41,1092.57,1092.3359,884,49.4264,-0.1939,974.8854,-0.143
2/9/2019 10:42,1091.85,1092.1739,950,45.2447,-0.2588,966.6043,-0.181
2/9/2019 10:43,1091.16,1091.8359,1338,41.6114,-0.4149,1090.5272,-0.259
2/9/2019 10:44,1092.14,1091.9373,8023,47.9986,-0.2978,3401.2308,-0.272
2/9/2019 10:45,1092,1091.9582,1525,47.2042,-0.2433,2775.8475,-0.262
2/9/2019 10:46,1092.03,1091.9821,1273,47.4051,-0.1948,2274.779,-0.24
2/9/2019 10:47,1092.33,1092.0981,2500,49.4754,-0.1007,2349.9417,-0.194
2/9/2019 10:48,1091.5,1091.8987,1922,44.2819,-0.2003,2207.3265,-0.196
2/9/2019 10:49,1092.11,1091.9692,1058,48.556,-0.1314,1824.0513,-0.174
2/9/2019 10:50,1092.3,1092.0794,408,49.8464,-0.0496,1351.9239,-0.133
2/9/2019 10:51,1091.71,1091.9563,1544,45.9885,-0.1129,1416.1076,-0.126
2/9/2019 10:52,1092.02,1091.9775,1608,48.2547,-0.0846,1480.0477,-0.112
2/9/2019 10:53,1091.96,1091.9717,1003,47.8363,-0.0759,1321.1668,-0.1
2/9/2019 10:54,1091.9,1091.9478,1017,47.3938,-0.0787,1219.8469,-0.093
2/9/2019 10:55,1090.77,1091.5552,1286,39.907,-0.2918,1242.0163,-0.159
2/9/2019 10:56,1092.08,1091.7301,843,49.8063,-0.1502,1109.1002,-0.156
2/9/2019 10:57,1091.7,1091.7201,714,47.3686,-0.1344,977.5611,-0.149
2/9/2019 10:58,1092.2,1091.8801,377,50.782,-0.0238,777.5367,-0.107
4/9/2019 9:57,1093.53,1092.43,24575,58.4932,0.2939,8709.9918,0.026
4/9/2019 9:58,1094.39,1093.0834,5957,62.5761,0.6252,7792.2466,0.226
4/9/2019 9:59,1093.77,1093.3122,15515,58.1362,0.6667,10366.5517,0.373
4/9/2019 10:00,1094.93,1093.8515,12149,63.3725,0.8796,10960.5718,0.542
4/9/2019 10:01,1093.45,1093.7177,2383,54.0785,0.6775,8101.4099,0.587
4/9/2019 10:02,1094.1,1093.8451,12165,57.0572,0.6535,9455.8486,0.609
4/9/2019 10:03,1093.85,1093.8467,1938,55.5644,0.5611,6949.8381,0.593
